Version : 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,SH00PK1179,SH00PK1179S,SH00PK1179S,Zummer Cotton Pink Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,S,S,Yes,Pink,,61062010,SH00PK1179,3099,Adults-Women,Pink,Magenta,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Pink Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,18,42,42,26,22,34,28,25,,,,,,,
1179,SH00PK1179,SH00PK1179M,SH00PK1179M,Zummer Cotton Pink Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,M,M,Yes,Pink,,61062010,SH00PK1179,3099,Adults-Women,Pink,Magenta,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Pink Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,18.5,44,44,26.5,22.25,36,30,27,,,,,,,
1179,SH00PK1179,SH00PK1179L,SH00PK1179L,Zummer Cotton Pink Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,L,L,Yes,Pink,,61062010,SH00PK1179,3099,Adults-Women,Pink,Magenta,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Pink Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,19,46,46,27,22.5,38,32,29,,,,,,,
1179,SH00PK1179,SH00PK1179XL,SH00PK1179XL,Zummer Cotton Pink Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XL,XL,Yes,Pink,,61062010,SH00PK1179,3099,Adults-Women,Pink,Magenta,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Pink Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,19.5,48,48,27.5,22.75,40,34,31,,,,,,,
1179,SH00PK1179,SH00PK1179XXL,SH00PK1179XXL,Zummer Cotton Pink Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XXL,XXL,Yes,Pink,,61062010,SH00PK1179,3099,Adults-Women,Pink,Magenta,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Pink Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,20,50,50,28,23,42,36,33,,,,,,,
1180,SH00BK1180,SH00BK1180XS,SH00BK1180XS,Zummer Cotton Black Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XS,XS,Yes,Black,,61062010,SH00BK1180,3099,Adults-Women,Black,Charcoal,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Black Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,17.5,40,40,25.5,21.75,32,26,23,,,,,,,
1180,SH00BK1180,SH00BK1180S,SH00BK1180S,Zummer Cotton Black Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,S,S,Yes,Black,,61062010,SH00BK1180,3099,Adults-Women,Black,Charcoal,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Black Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,18,42,42,26,22,34,28,25,,,,,,,
1180,SH00BK1180,SH00BK1180M,SH00BK1180M,Zummer Cotton Black Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,M,M,Yes,Black,,61062010,SH00BK1180,3099,Adults-Women,Black,Charcoal,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Black Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,18.5,44,44,26.5,22.25,36,30,27,,,,,,,
1180,SH00BK1180,SH00BK1180L,SH00BK1180L,Zummer Cotton Black Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,L,L,Yes,Black,,61062010,SH00BK1180,3099,Adults-Women,Black,Charcoal,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Black Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,19,46,46,27,22.5,38,32,29,,,,,,,
1180,SH00BK1180,SH00BK1180XL,SH00BK1180XL,Zummer Cotton Black Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XL,XL,Yes,Black,,61062010,SH00BK1180,3099,Adults-Women,Black,Charcoal,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Black Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,19.5,48,48,27.5,22.75,40,34,31,,,,,,,
1180,SH00BK1180,SH00BK1180XXL,SH00BK1180XXL,Zummer Cotton Black Floral Printed  Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XXL,XXL,Yes,Black,,61062010,SH00BK1180,3099,Adults-Women,Black,Charcoal,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Black Floral Printed  Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Printed,Regular Fit,Casual,Regular,NA,Comfort,NA,Regular,Straight,Button Placket,Floral,New Basics,Machine Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,20,50,50,28,23,42,36,33,,,,,,,
5181,SH00PK5181,SH00PK5181M,SH00PK5181M,Zummer Cotton Pink Floral Embroidered Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,M,M,Yes,Pink,,61062010,SH00PK5181,3099,Adults-Women,Pink,Magenta,Cream,Fashion,Smart Casual,2025,Summer,Zummer Cotton Pink Floral Embroidered Shirt,,100% Cotton,,,,,,Cotton,Mandarin Collar,Three-Quarter Sleeves,Regular Sleeves,Solid,Relaxed Fit,Casual,Regular,NA,Smart,Embroidered,Regular,High-Low,Button Placket,Floral,New Basics,Dry Clean,Full,,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,14,38,38,28.5,18,36,30,27,,,,,,,
5181,SH00PK5181,SH00PK5181L,SH00PK5181L,Zummer Cotton Pink Floral Embroidered Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,L,L,Yes,Pink,,61062010,SH00PK5181,3099,Adults-Women,Pink,Magenta,Cream,Fashion,Smart Casual,2025,Summer,Zummer Cotton Pink Floral Embroidered Shirt,,100% Cotton,,,,,,Cotton,Mandarin Collar,Three-Quarter Sleeves,Regular Sleeves,Solid,Relaxed Fit,Casual,Regular,NA,Smart,Embroidered,Regular,High-Low,Button Placket,Floral,New Basics,Dry Clean,Full,,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,14.5,40,40,28.5,18,38,32,29,,,,,,,
5181,SH00PK5181,SH00PK5181XL,SH00PK5181XL,Zummer Cotton Pink Floral Embroidered Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XL,XL,Yes,Pink,,61062010,SH00PK5181,3099,Adults-Women,Pink,Magenta,Cream,Fashion,Smart Casual,2025,Summer,Zummer Cotton Pink Floral Embroidered Shirt,,100% Cotton,,,,,,Cotton,Mandarin Collar,Three-Quarter Sleeves,Regular Sleeves,Solid,Relaxed Fit,Casual,Regular,NA,Smart,Embroidered,Regular,High-Low,Button Placket,Floral,New Basics,Dry Clean,Full,,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,15,42,42,28.5,18,40,34,31,,,,,,,
5181,SH00PK5181,SH00PK5181XXL,SH00PK5181XXL,Zummer Cotton Pink Floral Embroidered Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XXL,XXL,Yes,Pink,,61062010,SH00PK5181,3099,Adults-Women,Pink,Magenta,Cream,Fashion,Smart Casual,2025,Summer,Zummer Cotton Pink Floral Embroidered Shirt,,100% Cotton,,,,,,Cotton,Mandarin Collar,Three-Quarter Sleeves,Regular Sleeves,Solid,Relaxed Fit,Casual,Regular,NA,Smart,Embroidered,Regular,High-Low,Button Placket,Floral,New Basics,Dry Clean,Full,,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,15.5,44,44,28.5,18,42,36,33,,,,,,,
5188,SH00WH5188,SH00WH5188M,SH00WH5188M,Zummer Cotton White Colourblocked Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,M,M,Yes,White,,61062010,SH00WH5188,3499,Adults-Women,White,Off White,Black,Fashion,Travel,2025,Summer,Zummer Cotton White Colourblocked Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Colourblocked,Regular Fit,Semiformal,Regular,NA,Smart,NA,Regular,Curved,Button Placket,Abstract,New Basics,Hand Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,14.5,38,38,28,20,36,30,38,,,,,,,
5188,SH00WH5188,SH00WH5188L,SH00WH5188L,Zummer Cotton White Colourblocked Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,L,L,Yes,White,,61062010,SH00WH5188,3499,Adults-Women,White,Off White,Black,Fashion,Travel,2025,Summer,Zummer Cotton White Colourblocked Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Colourblocked,Regular Fit,Semiformal,Regular,NA,Smart,NA,Regular,Curved,Button Placket,Abstract,New Basics,Hand Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,15,40,40,28,20,38,32,40,,,,,,,
5188,SH00WH5188,SH00WH5188XL,SH00WH5188XL,Zummer Cotton White Colourblocked Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XL,XL,Yes,White,,61062010,SH00WH5188,3499,Adults-Women,White,Off White,Black,Fashion,Travel,2025,Summer,Zummer Cotton White Colourblocked Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Colourblocked,Regular Fit,Semiformal,Regular,NA,Smart,NA,Regular,Curved,Button Placket,Abstract,New Basics,Hand Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,15.5,42,42,28,20,40,34,42,,,,,,,
5188,SH00WH5188,SH00WH5188XXL,SH00WH5188XXL,Zummer Cotton White Colourblocked Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XXL,XXL,Yes,White,,61062010,SH00WH5188,3499,Adults-Women,White,Off White,Black,Fashion,Travel,2025,Summer,Zummer Cotton White Colourblocked Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Long Sleeves,Regular Sleeves,Colourblocked,Regular Fit,Semiformal,Regular,NA,Smart,NA,Regular,Curved,Button Placket,Abstract,New Basics,Hand Wash,Full,Button,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,16,44,44,28,20,42,36,44,,,,,,,
5184,SH00CR5184,SH00CR5184M,SH00CR5184M,Zummer Cotton Cream Embroidered Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,M,M,Yes,Cream,,61062010,SH00CR5184,3299,Adults-Women,Cream,Off White,White,Fashion,Travel,2025,Summer,Zummer Cotton Cream Embroidered Shirt,,100% Cotton,,,,,,Cotton,Mandarin Collar,Three-Quarter Sleeves,Regular Sleeves,Solid,Regular Fit,Semiformal,Regular,NA,Modern,Embroidered,Regular,Straight,Button Placket,Floral,New Basics,Hand Wash,Full,,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,14.5,40,40,28,17,36,30,42,,,,,,,
5184,SH00CR5184,SH00CR5184L,SH00CR5184L,Zummer Cotton Cream Embroidered Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,L,L,Yes,Cream,,61062010,SH00CR5184,3299,Adults-Women,Cream,Off White,White,Fashion,Travel,2025,Summer,Zummer Cotton Cream Embroidered Shirt,,100% Cotton,,,,,,Cotton,Mandarin Collar,Three-Quarter Sleeves,Regular Sleeves,Solid,Regular Fit,Semiformal,Regular,NA,Modern,Embroidered,Regular,Straight,Button Placket,Floral,New Basics,Hand Wash,Full,,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,15,42,42,28,17,38,32,44,,,,,,,
5184,SH00CR5184,SH00CR5184XL,SH00CR5184XL,Zummer Cotton Cream Embroidered Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XL,XL,Yes,Cream,,61062010,SH00CR5184,3299,Adults-Women,Cream,Off White,White,Fashion,Travel,2025,Summer,Zummer Cotton Cream Embroidered Shirt,,100% Cotton,,,,,,Cotton,Mandarin Collar,Three-Quarter Sleeves,Regular Sleeves,Solid,Regular Fit,Semiformal,Regular,NA,Modern,Embroidered,Regular,Straight,Button Placket,Floral,New Basics,Hand Wash,Full,,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,15.5,44,44,28,17,40,34,46,,,,,,,
5184,SH00CR5184,SH00CR5184XXL,SH00CR5184XXL,Zummer Cotton Cream Embroidered Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,XXL,XXL,Yes,Cream,,61062010,SH00CR5184,3299,Adults-Women,Cream,Off White,White,Fashion,Travel,2025,Summer,Zummer Cotton Cream Embroidered Shirt,,100% Cotton,,,,,,Cotton,Mandarin Collar,Three-Quarter Sleeves,Regular Sleeves,Solid,Regular Fit,Semiformal,Regular,NA,Modern,Embroidered,Regular,Straight,Button Placket,Floral,New Basics,Hand Wash,Full,,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,16,46,46,28,17,42,36,48,,,,,,,
5190,SH00OW5190,SH00OW5190S,SH00OW5190S,Zummer Cotton Off White Floral Embroidered Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,S,S,Yes,Off White,,61062010,SH00OW5190,3299,Adults-Women,Off White,White,Blue,Fashion,Travel,2025,Summer,Zummer Cotton Off White Floral Embroidered Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Three-Quarter Sleeves,Drop-Shoulder Sleeves,Solid,Oversized,Semiformal,Regular,NA,Modern,Embroidered,Regular,Curved,Button Placket,Floral,New Basics,Dry Clean,Full,No Cuff,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,17.5,42,42,28,11.5,36,30,42,,,,,,,
5190,SH00OW5190,SH00OW5190M,SH00OW5190M,Zummer Cotton Off White Floral Embroidered Shirt,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Shirts,M,M,Yes,Off White,,61062010,SH00OW5190,3299,Adults-Women,Off White,White,Blue,Fashion,Travel,2025,Summer,Zummer Cotton Off White Floral Embroidered Shirt,,100% Cotton,,,,,,Cotton,Spread Collar,Three-Quarter Sleeves,Drop-Shoulder Sleeves,Solid,Oversized,Semiformal,Regular,NA,Modern,Embroidered,Regular,Curved,Button Placket,Floral,New Basics,Dry Clean,Full,No Cuff,Opaque,NA,Garment Measurements in,NA,Ready to Wear,NA,Regular,NA,1,NA,,NA,,,,,1 Shirt,,,,,18,44,44,28,11.5,38,32,44,,,,,,,
